   31 1.466 3.8976965e15 1.0460000e2 3376.242 0.737278 -1.19475 -0.043171 2014 OCT 18 13:18:38.016
  0  1.  0.1  0.  0.  -33960.  0.  0.  1.  0.  0.  10.  10.  0.
  1  1.  0.1  0.  0.  -33960.  0.0174524  0.  0.999848  592.684  1.  10.  10.  0.
  2  1.  0.1  0.  0.  -33960.  0.0348995  0.  0.999391  1185.19  2.  10.  10.  0.
  3  1.  0.1  0.  0.  -33960.  0.052336  0.  0.99863  1777.33  3.  10.  10.  0.
  4  1.  0.1  0.  0.  -33960.  0.0697565  0.  0.997564  2368.93  4.  10.  10.  0.
  5  1.  0.1  0.  0.  -33960.  0.0871557  0.  0.996195  2959.81  5.  10.  10.  0.
  6  1.  0.1  0.  0.  -33960.  0.104528  0.  0.994522  3549.79  6.  10.  10.  0.
  7  1.  0.1  0.  0.  -33960.  0.121869  0.  0.992546  4138.68  7.  10.  10.  0.
  8  1.  0.1  0.  0.  -33960.  0.139173  0.  0.990268  4726.32  8.  10.  10.  0.
  9  1.  0.1  0.  0.  -33960.  0.156434  0.  0.987688  5312.51  9.  10.  10.  0.
  10  1.  0.1  0.  0.  -33960.  0.173648  0.  0.984808  5897.09  10.  10.  10.  0.
  11  1.  0.1  0.  0.  -33960.  0.190809  0.  0.981627  6479.87  11.  10.  10.  0.
  12  1.  0.1  0.  0.  -33960.  0.207912  0.  0.978148  7060.68  12.  10.  10.  0.
  13  1.  0.1  0.  0.  -33960.  0.224951  0.  0.97437  7639.34  13.  10.  10.  0.
  14  1.  0.1  0.  0.  -33960.  0.241922  0.  0.970296  8215.67  14.  10.  10.  0.
  15  1.  0.1  0.  0.  -33960.  0.258819  0.  0.965926  8789.49  15.  10.  10.  0.
  16  1.  0.1  0.  0.  -33960.  0.275637  0.  0.961262  9360.64  16.  10.  10.  0.
  17  1.  0.1  0.  0.  -33960.  0.292372  0.  0.956305  9928.94  17.  10.  10.  0.
  18  1.  0.1  0.  0.  -33960.  0.309017  0.  0.951057  10494.2  18.  10.  10.  0.
  19  1.  0.1  0.  0.  -33960.  0.325568  0.  0.945519  11056.3  19.  10.  10.  0.
  20  1.  0.1  0.  0.  -33960.  0.34202  0.  0.939693  11615.  20.  10.  10.  0.
  21  1.  0.1  0.  0.  -33960.  0.358368  0.  0.93358  12170.2  21.  10.  10.  0.
  22  1.  0.1  0.  0.  -33960.  0.374607  0.  0.927184  12721.6  22.  10.  10.  0.
  23  1.  0.1  0.  0.  -33960.  0.390731  0.  0.920505  13269.2  23.  10.  10.  0.
  24  1.  0.1  0.  0.  -33960.  0.406737  0.  0.913545  13812.8  24.  10.  10.  0.
  25  1.  0.1  0.  0.  -33960.  0.422618  0.  0.906308  14352.1  25.  10.  10.  0.
  26  1.  0.1  0.  0.  -33960.  0.438371  0.  0.898794  14887.1  26.  10.  10.  0.
  27  1.  0.1  0.  0.  -33960.  0.45399  0.  0.891007  15417.5  27.  10.  10.  0.
  28  1.  0.1  0.  0.  -33960.  0.469472  0.  0.882948  15943.3  28.  10.  10.  0.
  29  1.  0.1  0.  0.  -33960.  0.48481  0.  0.87462  16464.1  29.  10.  10.  0.
  30  1.  0.1  0.  0.  -33960.  0.5  0.  0.866025  16980.  30.  10.  10.  0.
